,Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,Year
405,309,Jerome Williams,31,NYK,SF,79,4,15.3,1.5,3.1,0.502,0,0.1,0,1.5,3,0.513,0.502,1.5,2.2,0.669,1.5,2.1,3.6,0.5,0.7,0.1,0.8,2,4.5,,2005
406,310,Tierre Brown,25,LAL,PG,76,0,14,1.6,4.6,0.356,0.3,0.9,0.361,1.3,3.6,0.355,0.394,0.8,1,0.787,0.3,0.9,1.2,2,0.4,0,1,0.8,4.4,,2005
410,314,Lucious Harris,34,CLE,SG,73,4,15.5,1.6,4.1,0.395,0.3,0.9,0.323,1.3,3.2,0.415,0.43,0.8,0.9,0.812,0.5,1.1,1.7,0.7,0.4,0.1,0.4,0.9,4.3,,2005
401,305,Lawrence Funderburke,34,CHI,PF,2,0,10.5,1.5,3,0.5,0,0,,1.5,3,0.5,0.5,1.5,2.5,0.6,0.5,1,1.5,0,0,0,0,1,4.5,,2005
455,351,Tamar Slay,24,CHA,SG,8,0,9.8,1.6,4.9,0.333,0.3,1.5,0.167,1.4,3.4,0.407,0.359,0,0.3,0,0.8,1,1.8,0.4,0.6,0,1,2.5,3.5,,2005
391,297,Kenny Anderson,34,LAC,PG,4,0,6.5,1,2.8,0.364,0,0,,1,2.8,0.364,0.364,0,0,,0.3,1,1.3,1.3,0,0,0.8,1.5,2,,2005
396,300,Omar Cook,23,TOR,PG,5,0,14.8,2,4.8,0.417,0,0.8,0,2,4,0.5,0.417,0.6,1.2,0.5,0.4,1,1.4,4.4,1.2,0.2,1.2,1.2,4.6,,2005
442,340,George Lynch,34,NOH,SF,44,27,21.2,1.5,4.3,0.36,0.3,0.8,0.297,1.3,3.5,0.375,0.389,0.4,0.5,0.739,1.3,2.7,4,2,0.7,0.3,1.3,1.9,3.7,,2005
443,341,Jabari Smith,27,NJN,PF,45,2,14.4,1.4,3.3,0.419,0,0,0.5,1.4,3.2,0.418,0.422,0.9,1.2,0.745,0.6,1.8,2.5,0.8,0.6,0.3,0.9,2.3,3.7,,2005
449,345,Dion Glover,26,SAS,SG,7,0,9.7,1.1,3.1,0.364,0.1,1.1,0.125,1,2,0.5,0.386,1.1,1.4,0.8,0.4,1.1,1.6,0.6,0.4,0.4,0.3,1.3,3.6,,2005
438,337,Anthony Peeler,35,WAS,SG,40,0,13.2,1.4,3.8,0.373,0.6,1.6,0.385,0.8,2.1,0.365,0.457,0.4,0.5,0.889,0.4,1.3,1.6,1.4,0.5,0.1,0.7,1,3.8,,2005
427,326,Damone Brown,25,WAS,SF,14,0,10.9,1.6,4.4,0.371,0.3,0.8,0.364,1.4,3.6,0.373,0.403,0.3,0.6,0.444,0.7,1.3,2,1,0.1,0.4,1.1,1.2,3.9,,2005
344,268,Robert Traylor,27,CLE,C,74,6,17.9,2.4,5.4,0.444,0,0.1,0,2.4,5.3,0.453,0.444,0.7,1.4,0.539,1.8,2.6,4.5,0.8,0.7,0.7,1,2.9,5.5,,2005
331,256,Fred Hoiberg,32,MIN,SG,76,0,16.7,1.8,3.7,0.489,0.9,1.9,0.483,0.9,1.8,0.496,0.613,1.2,1.3,0.873,0.4,2,2.4,1.1,0.7,0.2,0.3,1.4,5.8,,2005
334,259,Jason Collier,27,ATL,C,70,44,13.5,2.5,5.4,0.463,0.1,0.2,0.429,2.4,5.2,0.464,0.471,0.7,1,0.676,1.2,1.4,2.6,0.3,0.2,0.2,0.9,2.1,5.7,,2005
306,237,Kerry Kittles,30,LAC,SG,11,0,22.1,2.5,6.6,0.384,0.6,1.9,0.333,1.9,4.7,0.404,0.432,0.5,0.9,0.6,0.1,2.8,2.9,1.8,0.7,0.3,0.6,1.1,6.3,,2005
314,244,Kendall Gill,36,MIL,SG,14,0,20.3,2.3,5.7,0.4,0.2,0.6,0.333,2.1,5.1,0.408,0.419,1.3,1.4,0.9,0.8,1.9,2.6,1.9,1,0.3,0.6,2.6,6.1,,2005
343,267,Alex Garcia,24,NOH,SG,8,3,18.3,2.3,6.5,0.346,0.6,2.3,0.278,1.6,4.3,0.382,0.394,0.4,0.5,0.75,0.9,1,1.9,2.3,0.5,0.1,1,1.9,5.5,,2005
367,280,Rodney White,24,GSW,SF,16,0,9.1,1.4,3.9,0.371,0.3,1,0.313,1.1,2.9,0.391,0.411,0.4,0.6,0.6,0.3,0.7,0.9,0.5,0.1,0.1,0.6,0.8,3.6,,2005
376,289,Erick Strickland,31,MIL,SG,62,5,16.4,1.8,4.9,0.375,0.3,1.3,0.253,1.5,3.6,0.421,0.41,0.8,1,0.813,0.2,1.5,1.7,1.9,0.5,0,1,1.7,4.9,,2005
342,266,Obinna Ekezie,29,ATL,C,42,31,17.4,1.9,4.3,0.434,0,0,0,1.9,4.3,0.436,0.434,1.7,2.2,0.774,1.6,2.6,4.3,0.3,0.5,0.3,1.1,3.1,5.5,,2005
360,278,Raül López,24,UTA,PG,31,15,16.7,1.8,4.4,0.422,0.6,1.5,0.444,1.2,2.9,0.411,0.496,0.9,1.1,0.818,0.2,1,1.3,4,0.7,0.1,1.5,2.5,5.2,,2005
350,272,Charlie Ward,34,HOU,PG,14,13,25.7,1.7,5.5,0.312,1.1,3.6,0.314,0.6,1.9,0.308,0.416,0.8,0.9,0.846,0.4,2.4,2.8,3.1,1.1,0,1.3,1.6,5.4,,2005
351,273,Christian Laettner,35,MIA,PF,49,0,15.1,2.2,3.8,0.582,0,0.1,0.143,2.2,3.6,0.599,0.584,0.9,1.2,0.763,0.7,1.9,2.7,0.8,0.7,0.3,0.6,1.6,5.3,,2005
361,279,Tom Gugliotta,35,2TM,PF,47,9,20.6,2.1,5.1,0.411,0.2,0.6,0.308,1.9,4.6,0.423,0.427,0.7,0.9,0.767,1.2,2.9,4.1,1.4,0.9,0.4,1.2,2.2,5.1,,2005
555,424,Michael Curry,36,IND,SF,18,7,13.8,0.7,1.6,0.448,0,0,,0.7,1.6,0.448,0.448,0.2,0.4,0.5,0.4,1.1,1.5,0.8,0.3,0.2,0.3,2.2,1.7,,2005
558,427,Scott Williams,36,CLE,C,19,0,8,0.6,2.2,0.293,0,0.1,0,0.6,2.1,0.3,0.293,0.5,0.6,0.818,0.8,0.8,1.6,0.4,0.2,0.3,0.3,1.6,1.7,,2005
561,430,Aleksandar Radojević,28,UTA,C,12,6,10.7,0.5,1.6,0.316,0,0,,0.5,1.6,0.316,0.316,0.6,0.8,0.7,0.8,1.6,2.3,0.5,0,0.2,1.3,2.7,1.6,,2005
563,432,Kedrick Brown,23,PHI,SF,8,0,6.9,0.3,0.8,0.333,0,0.4,0,0.3,0.4,0.667,0.333,1,1.3,0.8,0.1,1.3,1.4,0.5,0.4,0.1,0.6,0.5,1.5,,2005
568,434,Jérôme Moïso,26,CLE,PF,4,0,6.8,0.8,1.3,0.6,0,0,,0.8,1.3,0.6,0.6,0,0,,0.3,1.5,1.8,0.3,0.3,0.5,0,1,1.5,,2005
554,423,Jamison Brewer,24,NYK,PG,18,0,10.3,0.6,2.1,0.297,0.2,0.8,0.2,0.4,1.2,0.364,0.338,0.3,0.7,0.462,0.3,0.9,1.2,0.7,0.4,0.1,0.7,0.6,1.7,,2005
536,411,Anthony Miller,33,ATL,PF,2,0,4.5,1,1.5,0.667,0,0,,1,1.5,0.667,0.667,0,0,,0,0.5,0.5,0.5,0.5,0,0.5,1,2,,2005
537,412,Daniel Santiago,28,MIL,C,11,0,9.5,0.6,1.9,0.333,0,0,,0.6,1.9,0.333,0.333,0.7,1,0.727,0.5,1.2,1.7,0.1,0.3,0.4,0.4,2.5,2,,2005
542,414,Derrick Coleman,37,DET,C,5,0,10,0.6,2.8,0.214,0,0.4,0,0.6,2.4,0.25,0.214,0.6,0.6,1,0.6,2.4,3,0,0,0,0.4,1.2,1.8,,2005
545,416,Mamadou N'Diaye,29,LAC,C,11,0,6.5,0.7,1.8,0.4,0,0.1,0,0.7,1.7,0.421,0.4,0.4,0.6,0.571,0.8,0.8,1.6,0.1,0.1,0.5,0,1.8,1.8,,2005
546,417,Peter John Ramos,19,WAS,C,6,0,3.3,0.8,1.7,0.5,0,0,,0.8,1.7,0.5,0.5,0.2,0.3,0.5,0.2,0.5,0.7,0,0,0.2,0.5,0.7,1.8,,2005
548,419,Rod Strickland,38,HOU,PG,16,2,12.3,0.6,2.7,0.209,0.1,0.1,0.5,0.5,2.6,0.195,0.221,0.6,0.6,0.9,0.2,1.5,1.7,2.4,0.2,0.1,1,0.9,1.8,,2005
549,420,Yuta Tabuse,24,PHO,PG,4,0,4.3,0.3,1.5,0.167,0.3,0.3,1,0,1.3,0,0.25,1,1,1,0.5,0.5,1,0.8,0,0,0.3,0.3,1.8,,2005
535,410,Britton Johnsen,25,IND,SF,6,1,14.5,1,3.7,0.273,0,0.7,0,1,3,0.333,0.273,0,0,,0.8,0.8,1.7,0.7,0.2,0,0.5,1.7,2,,2005
595,456,Frank Williams,24,CHI,SG,9,0,7.9,0.3,2.2,0.15,0,0.4,0,0.3,1.8,0.188,0.15,0,0,,0.2,0.4,0.7,1.2,0.2,0.3,0.3,1,0.7,,2005
597,457,Erik Daniels,22,SAC,SF,21,0,3.4,0.3,0.9,0.333,0,0.1,0.5,0.2,0.8,0.313,0.361,0,0,,0.3,0.5,0.9,0.2,0.1,0,0.3,0.3,0.6,,2005
598,458,Kirk Penney,24,LAC,SG,4,0,3,0.3,0.8,0.333,0,0.3,0,0.3,0.5,0.5,0.333,0,0,,0,0.3,0.3,0.3,0,0,0.5,0,0.5,,2005
599,459,Mark Pope,32,DEN,PF,9,0,3,0.2,0.7,0.333,0,0,,0.2,0.7,0.333,0.333,0,0,,0.6,0.3,0.9,0.1,0.1,0.2,0.1,0.6,0.4,,2005
603,461,Maurice Baker,25,POR,PG,4,0,4.5,0,0.3,0,0,0,,0,0.3,0,0,0,0,,0.3,0.3,0.5,0.3,0.3,0,0.3,0.8,0,,2005
605,463,Brandin Knight,23,HOU,PG,1,0,3,0,1,0,0,0,,0,1,0,0,0,0,,0,0,0,1,0,0,0,0,0,,2005
606,464,Ibo Kutluay,30,SEA,SG,5,0,2.4,0,0.2,0,0,0,,0,0.2,0,0,0,0,,0,0.2,0.2,0,0,0,0.4,0.2,0,,2005
589,450,Torraye Braggs,28,HOU,PF,7,0,3.4,0.4,1,0.429,0,0,,0.4,1,0.429,0.429,0,0,,1,0.7,1.7,0,0,0,0.3,0.6,0.9,,2005
578,439,Geno Carlisle,28,POR,SG,6,0,2.7,0.3,0.5,0.667,0,0,,0.3,0.5,0.667,0.667,0.7,1,0.667,0.2,0,0.2,0.2,0,0,0.2,0.2,1.3,,2005
579,440,Paul Shirley,27,PHO,PF,9,0,3.3,0.6,1.2,0.455,0,0,,0.6,1.2,0.455,0.455,0.2,0.4,0.5,0.1,0.1,0.2,0.3,0,0,0.1,0.3,1.3,,2005
582,443,Bruno Šundov,24,NYK,C,21,0,3.5,0.5,1.8,0.297,0,0.1,0.333,0.5,1.6,0.294,0.311,0.1,0.1,1,0.3,0.3,0.6,0.1,0.1,0.1,0.3,0.8,1.2,,2005
583,444,Andrew DeClercq,31,ORL,C,8,0,6.1,0.5,1.1,0.444,0,0,,0.5,1.1,0.444,0.444,0.1,0.4,0.333,0.9,0.4,1.3,0,0.3,0,0.1,1.8,1.1,,2005
587,448,Darvin Ham,31,DET,SF,47,0,5.9,0.4,0.8,0.459,0,0,,0.4,0.8,0.459,0.459,0.3,0.7,0.387,0.4,0.3,0.7,0.1,0.1,0.1,0.2,0.8,1,,2005
478,369,Ansu Sesay,28,GSW,SF,16,0,8,1.1,2.6,0.405,0.1,0.5,0.25,0.9,2.1,0.441,0.429,0.8,1.5,0.542,1.1,1.3,2.4,0.8,0.1,0.2,0.5,1,3.1,,2005
479,370,Clarence Weatherspoon,34,HOU,PF,40,18,13.1,1.2,2.9,0.412,0,0,,1.2,2.9,0.412,0.412,0.7,0.9,0.829,0.9,2.2,3.1,0.4,0.2,0.2,0.4,1.9,3.1,,2005
482,371,Elden Campbell,36,DET,C,30,1,11.3,1.3,3.9,0.336,0,0.1,0,1.3,3.8,0.342,0.336,1.3,1.7,0.784,0.8,1.9,2.7,0.5,0.3,0.2,0.9,1.6,3.9,,2005
483,372,Curtis Borchardt,24,UTA,C,67,23,12.8,1.1,2.6,0.43,0,0,,1.1,2.6,0.43,0.43,0.8,1.1,0.732,1.3,2.1,3.3,0.7,0.1,0.5,0.8,2.4,3,,2005
490,377,Ryan Humphrey,25,MEM,SF,35,0,9.1,1.2,2.9,0.408,0,0.1,0,1.2,2.9,0.416,0.408,0.5,1.1,0.486,1.4,1.1,2.5,0.2,0.3,0,0.7,1,2.9,,2005
477,368,Brandon Hunter,24,ORL,PF,31,0,7.2,1.2,2.4,0.507,0,0,,1.2,2.4,0.507,0.507,0.7,1.3,0.538,0.8,1.4,2.2,0.1,0.1,0.2,0.7,1.4,3.1,,2005
476,367,Lionel Chalmers,24,LAC,PG,36,0,12,1.2,3.5,0.336,0.3,1.4,0.245,0.8,2.1,0.395,0.384,0.4,0.7,0.625,0.1,0.8,0.9,1.4,0.4,0,0.7,0.8,3.1,,2005
464,360,Tony Massenburg,37,SAS,PF,61,6,11.5,1.2,3,0.407,0,0,,1.2,3,0.407,0.407,0.8,1,0.762,0.9,1.8,2.7,0.2,0.3,0.3,0.7,2,3.2,,2005
467,362,Theron Smith,24,CHA,SF,33,5,15.5,1.3,4.1,0.324,0.1,0.4,0.25,1.2,3.8,0.331,0.335,0.4,0.5,0.875,1.2,2.3,3.5,0.8,0.2,0.1,0.8,1.8,3.2,,2005
475,366,Cory Alexander,31,CHA,SG,16,1,12.6,1,3.1,0.327,0.5,1.2,0.421,0.5,1.9,0.267,0.408,0.6,0.8,0.75,0.5,1.3,1.8,2.3,0.6,0.1,1.2,1.8,3.1,,2005
496,382,Horace Jenkins,30,DET,PG,15,0,6.9,1,3,0.333,0,0.6,0,1,2.4,0.417,0.333,0.8,0.9,0.923,0.2,0.4,0.6,0.6,0.3,0.1,0.5,0.4,2.8,,2005
517,397,Vlade Divac,36,LAL,C,15,0,8.7,0.9,2.1,0.419,0,0,,0.9,2.1,0.419,0.419,0.5,0.8,0.667,1.2,0.9,2.1,1.3,0.3,0.1,0.9,1.7,2.3,,2005
519,398,Mark Jones,29,ORL,SF,10,0,11.6,0.9,3.1,0.29,0,0.4,0,0.9,2.7,0.333,0.29,0.5,1,0.5,0.6,0.7,1.3,0.6,0.5,0.2,0.3,1.6,2.3,,2005
524,401,Luis Flores,23,DEN,PG,1,0,4,1,2,0.5,1,1,1,0,1,0,0.75,0,0,,1,0,1,0,0,0,0,0,3,,2005
527,404,Wang Zhizhi,27,MIA,C,20,0,4.6,0.9,1.8,0.472,0.1,0.2,0.667,0.8,1.7,0.455,0.5,0.4,0.6,0.583,0.3,0.6,0.9,0.3,0.2,0.1,0.3,0.5,2.2,,2005
529,406,Michael Stewart,29,ATL,PF,12,1,12.1,0.9,1.8,0.524,0,0,,0.9,1.8,0.524,0.524,0.3,0.6,0.429,1.8,1.6,3.3,0.4,0.5,0.4,0.5,2.7,2.1,,2005
516,396,Tremaine Fowlkes,28,IND,SF,8,0,7,1.1,2.1,0.529,0.1,0.4,0.333,1,1.8,0.571,0.559,0,0.3,0,0.4,0.6,1,0,0.3,0,0.6,0.9,2.4,,2005
497,383,Shawn Bradley,32,DAL,C,77,14,11.5,1.1,2.4,0.452,0,0,,1.1,2.4,0.452,0.452,0.6,0.8,0.683,0.9,1.9,2.8,0.2,0.3,0.8,0.4,2,2.7,,2005
499,385,Corsley Edwards,25,NOH,C,10,0,11,1,3.1,0.323,0,0,,1,3.1,0.323,0.323,0.7,1.2,0.583,1.2,1.3,2.5,0.3,0.3,0.4,0.2,1.9,2.7,,2005
500,386,Donnell Harvey,24,NJN,PF,3,0,5.3,0.7,0.7,1,0,0,,0.7,0.7,1,1,1.3,1.3,1,0.7,1.7,2.3,0.3,0.3,0.3,0.3,0.7,2.7,,2005
502,388,Tony Bobbitt,25,LAL,SG,2,0,6,1,2.5,0.4,0.5,1,0.5,0.5,1.5,0.333,0.5,0,0,,0,1.5,1.5,0,0,0,0,0.5,2.5,,2005
506,392,Jahidi White,28,CHA,C,17,0,7.9,0.8,1.8,0.452,0,0,,0.8,1.8,0.452,0.452,0.8,2.4,0.35,0.6,1.4,2,0.1,0.1,0.7,0.6,1.8,2.5,,2005
103,91,Latrell Sprewell,34,MIN,SF,80,79,30.6,5,12,0.414,0.9,2.6,0.327,4.1,9.4,0.439,0.45,2,2.4,0.83,0.8,2.4,3.2,2.2,0.7,0.3,1.6,1.6,12.8,,2005
95,84,Ndudi Ebi,20,MIN,SG,2,0,27,5.5,10.5,0.524,0,0.5,0,5.5,10,0.55,0.524,2.5,4.5,0.556,3,5,8,0.5,0.5,0.5,1.5,3.5,13.5,,2005
83,72,Reggie Miller,39,IND,SG,66,66,31.9,4.8,10.9,0.437,1.5,4.5,0.322,3.3,6.4,0.518,0.503,3.8,4.1,0.933,0.3,2.1,2.4,2.2,0.8,0.1,1.2,1.7,14.8,,2005
125,107,Allan Houston,33,NYK,SG,20,11,26.6,4.3,10.3,0.415,1.6,4,0.388,2.7,6.3,0.432,0.49,1.8,2.2,0.837,0.2,1,1.2,2.1,0.4,0.1,1.1,2,11.9,,2005
303,236,Steve Smith,35,2TM,SG,50,1,15,2,5,0.411,0.8,2.1,0.39,1.2,2.9,0.427,0.494,1.4,1.6,0.863,0.3,1,1.3,1.4,0.3,0.1,0.5,1.6,6.3,,2005
238,193,Ron Mercer,28,NJN,SF,18,3,21.7,3.6,8.8,0.411,0,0.2,0,3.6,8.6,0.419,0.411,0.4,0.6,0.7,0.5,1.7,2.2,1.1,0.9,0.1,0.8,1.1,7.6,,2005
296,229,Wesley Person,33,DEN,SF,25,0,18.4,3.3,6.8,0.485,1.3,2.7,0.485,2,4,0.485,0.583,0.2,0.4,0.556,0.1,2.4,2.4,1.1,0.5,0.2,0.4,1,8.1,,2005
267,213,Rodney Buford,27,NJN,SF,64,17,20.5,2.9,7.6,0.382,0.5,1.7,0.315,2.4,6,0.402,0.417,0.6,0.7,0.822,0.5,2.4,3,1,0.6,0.1,0.5,1.6,7,,2005
272,218,Travis Best,32,NJN,PG,76,6,19.2,2.5,5.9,0.42,0.3,1.1,0.306,2.2,4.8,0.447,0.449,1.4,1.6,0.885,0.3,1.2,1.4,1.9,0.9,0.1,0.9,1.9,6.8,,2005
227,187,Rodney Rogers,33,2TM,SF,58,33,23.6,3,7.8,0.382,0.8,2.9,0.286,2.1,4.9,0.44,0.436,0.9,1.2,0.743,1.1,3.2,4.2,1.5,0.7,0.3,1.5,3,7.7,,2005
175,143,Glenn Robinson,32,SAS,SF,9,0,17.4,3.8,8.6,0.442,0.2,0.7,0.333,3.6,7.9,0.451,0.455,2.2,2.6,0.87,0.4,2.2,2.7,0.9,0.4,0.3,0.8,2.1,10,,2005
166,134,Bob Sura,31,HOU,PG,61,59,31.5,3.5,8.3,0.427,0.9,2.5,0.355,2.6,5.7,0.458,0.481,2.3,3.1,0.75,1.3,4.2,5.5,5.2,1.1,0.1,2.4,2.8,10.3,,2005
211,173,Predrag Drobnjak,29,ATL,C,71,1,20.2,3.4,7.6,0.438,0.4,1,0.352,3,6.6,0.451,0.461,1.4,1.7,0.8,1,2.3,3.4,0.7,0.6,0.3,1.1,1.9,8.4,,2005
392,314,Charles Smith,30,POR,SG,21,4,9.9,1.4,3.4,0.423,0.7,1.8,0.405,0.7,1.6,0.441,0.528,0.2,0.4,0.625,0.1,0.6,0.8,0.4,0.2,0.3,0.2,1.3,3.8,,2006
371,297,Jon Barry,36,HOU,SG,20,0,17.1,1.3,3.3,0.385,0.6,1.6,0.375,0.7,1.7,0.394,0.477,1.2,1.5,0.828,0.1,1.5,1.6,1.3,0.7,0.1,1.1,1.3,4.3,,2006
372,298,Anthony Grundy,26,ATL,SG,12,0,9,1.6,3.2,0.5,0.4,1.3,0.333,1.2,1.9,0.609,0.566,0.8,1.2,0.643,0.1,1.3,1.4,0.8,0.6,0,0.8,1.2,4.3,,2006
373,299,Jiří Welsch,26,MIL,SF,58,2,14.9,1.5,3.8,0.387,0.2,0.8,0.286,1.2,3,0.416,0.419,1.1,1.5,0.747,0.4,1.5,1.9,1.1,0.6,0,0.7,1.1,4.3,,2006
374,300,Lee Nailon,30,PHI,PF,22,0,10.8,1.8,3.6,0.5,0,0,,1.8,3.6,0.5,0.5,0.6,0.7,0.867,1,0.9,1.9,0.3,0.4,0.2,0.5,1.5,4.2,,2006
375,301,Laron Profit,28,LAL,SG,25,1,11.2,1.6,3.4,0.476,0.1,0.7,0.167,1.5,2.6,0.561,0.494,0.8,1,0.875,0.3,1.4,1.7,0.6,0.4,0.2,1,1,4.2,,2006
400,321,Vin Baker,34,LAC,C,8,1,10.6,0.9,1.9,0.467,0,0,,0.9,1.9,0.467,0.467,1.6,2.3,0.722,0.3,2.1,2.4,0.5,0.5,0.5,1.1,1.6,3.4,,2006
436,346,Sergei Monia,22,SAC,SF,3,0,2.3,0,0.7,0,0,0.3,0,0,0.3,0,0,0.7,0.7,1,0,0.3,0.3,0,0.3,0,0,0,0.7,,2006
431,345,Jim Jackson,35,2TM,SF,40,1,12.8,1.2,4,0.294,0.5,1.9,0.243,0.7,2.2,0.337,0.35,0.2,0.3,0.692,0.3,1.6,1.9,0.9,0.3,0.2,0.9,1.3,3,,2006
421,339,Howard Eisley,33,2TM,PG,32,0,12.3,1.1,3.2,0.33,0.4,1.3,0.31,0.7,1.9,0.344,0.393,0.6,0.8,0.833,0.1,0.9,1,2.2,0.3,0.1,0.7,1.1,3.2,,2006
404,325,Lamond Murray,32,NJN,SF,57,1,10.1,1.3,3.2,0.398,0.5,1.4,0.346,0.8,1.8,0.437,0.472,0.4,0.7,0.625,0.5,1.8,2.3,0.2,0.3,0.1,0.4,1.2,3.4,,2006
406,327,Zoran Planinić,23,NJN,PG,56,1,10.6,1.2,3.3,0.361,0.2,1,0.232,0.9,2.3,0.417,0.396,0.8,1.2,0.697,0.3,1.1,1.3,0.9,0.4,0.1,0.8,1.6,3.4,,2006
415,333,Žarko Čabarkapa,24,GSW,PF,61,0,8.3,1.1,2.9,0.385,0.1,0.3,0.25,1,2.5,0.403,0.399,1,1.4,0.714,0.6,1.2,1.8,0.3,0.2,0.1,0.6,1.4,3.3,,2006
303,250,Nick Van Exel,34,SAS,PG,65,2,15.2,2.1,5.3,0.397,0.8,2.4,0.357,1.2,2.9,0.429,0.477,0.4,0.6,0.683,0.1,1.3,1.4,1.9,0.2,0,0.9,0.9,5.5,,2006
332,274,Toni Kukoč,37,MIL,PF,65,0,15.7,1.8,4.6,0.389,0.7,2.3,0.306,1.1,2.3,0.47,0.465,0.6,0.9,0.714,0.4,1.9,2.3,2.1,0.5,0.3,1,1.3,4.9,,2006
341,280,Gerald Fitch,23,MIA,PG,18,1,13.3,1.7,4.9,0.337,0.4,1.4,0.269,1.3,3.5,0.365,0.376,0.9,1.3,0.739,0.4,1.3,1.7,1.8,0.4,0.3,0.8,1.6,4.7,,2006
342,281,Željko Rebrača,33,LAC,C,29,2,14.2,1.8,3.3,0.542,0,0,,1.8,3.3,0.542,0.542,1.1,1.4,0.756,0.4,1.8,2.2,0.3,0.2,0.7,0.8,2,4.7,,2006
328,270,Antonio Davis,37,TOR,C,8,8,23.9,1.8,3.9,0.452,0,0,,1.8,3.9,0.452,0.452,0.9,2.5,0.35,1.9,2.6,4.5,0.9,0.4,0.1,1,3.3,4.4,,2006
513,403,Derrick Zimmerman,24,NJN,PG,2,0,16,1,1.5,0.667,0,0,,1,1.5,0.667,0.667,0,0,,0.5,1.5,2,3.5,0,0,2,2,2,,2006
534,421,Michael Bradley,26,PHI,PF,46,1,8,0.7,1.7,0.405,0,0.1,0.2,0.7,1.6,0.419,0.411,0,0.1,0.667,0.9,1.5,2.3,0.4,0.1,0.2,0.4,0.8,1.5,,2006
535,422,Noel Felix,24,SEA,SF,12,0,6.8,0.5,2.1,0.24,0.1,0.3,0.333,0.4,1.8,0.227,0.26,0.4,0.7,0.625,0.3,0.8,1.1,0.2,0.2,0.3,0.7,1.1,1.5,,2006
533,420,Ha Seung-Jin,20,POR,C,27,4,7.9,0.7,1.1,0.581,0,0,,0.7,1.1,0.581,0.581,0.3,0.6,0.471,0.5,1.3,1.8,0,0.1,0.3,0.5,1.5,1.6,,2006
543,428,Sharrod Ford,24,PHO,PF,3,0,4.3,0.7,1,0.667,0,0,,0.7,1,0.667,0.667,0,0,,0.3,0.7,1,0,0,0.3,0.7,2.3,1.3,,2006
547,431,Jermaine Jackson,29,MIL,PG,30,2,6.7,0.4,0.9,0.423,0,0.1,0.25,0.3,0.7,0.455,0.442,0.4,0.5,0.857,0.3,0.6,0.9,0.8,0.1,0,0.4,0.6,1.2,,2006
541,426,James Thomas,25,CHI,PF,7,0,3.7,0.4,0.9,0.5,0,0,,0.4,0.9,0.5,0.5,0,0,,0.6,0.6,1.1,0,0,0,0,0.4,0.9,,2006
532,419,Terence Morris,27,ORL,SF,22,0,8.7,0.7,2.2,0.327,0,0.1,0,0.7,2.1,0.34,0.327,0.1,0.1,1,0.3,1.5,1.7,0.2,0.3,0.2,0.3,0.9,1.6,,2006
521,408,Kevin Burleson,26,CHA,PG,39,1,8.7,0.6,2.3,0.25,0.3,1.4,0.185,0.3,0.9,0.353,0.307,0.4,0.4,0.941,0.1,0.6,0.7,1.2,0.7,0.1,0.6,1.6,1.8,,2006
522,409,John Edwards,24,ATL,C,40,4,7.4,0.8,1.6,0.484,0,0,,0.8,1.6,0.484,0.484,0.2,0.3,0.727,0.5,0.8,1.2,0.1,0.1,0.4,0.3,1.9,1.8,,2006
524,411,Jackson Vroman,24,NOK,PF,41,2,9.9,0.6,1.6,0.394,0,0,,0.6,1.6,0.394,0.394,0.5,1.1,0.477,0.8,1.3,2.1,0.3,0.3,0.3,0.5,1.9,1.8,,2006
528,415,Donta Smith,22,ATL,SG,23,0,5.5,0.7,1.2,0.556,0.1,0.2,0.5,0.6,1,0.565,0.593,0.3,0.5,0.5,0.1,0.5,0.6,0.4,0.3,0,0.2,0.9,1.7,,2006
549,433,Reece Gaines,25,MIL,PG,12,0,4.5,0.5,1,0.5,0,0.2,0,0.5,0.8,0.6,0.5,0.1,0.3,0.25,0,0,0,0.3,0.1,0,0.1,0.1,1.1,,2006
573,448,Maciej Lampe,20,HOU,C,4,0,3,0.5,1.8,0.286,0,0,,0.5,1.8,0.286,0.286,0,0.5,0,0.8,0.5,1.3,0,0,0,0.5,0,1,,2006
574,449,Anthony Goldwire,34,LAC,PG,3,0,7.3,0.3,2.3,0.143,0,0.7,0,0.3,1.7,0.2,0.143,0,0,,0,0.3,0.3,0.7,0,0,0.3,0,0.7,,2006
575,450,Randy Holcomb,26,CHI,SF,4,0,2.8,0.3,0.3,1,0,0,,0.3,0.3,1,1,0,0,,0.3,0,0.3,0,0,0,0,0.5,0.5,,2006
577,452,Samaki Walker,29,IND,PF,7,0,3.1,0,0.3,0,0,0,,0,0.3,0,0,0.3,0.3,1,0,0.4,0.4,0,0,0.1,0.3,1,0.3,,2006
579,454,Deng Gai,23,PHI,C,2,0,2.5,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,,2006
582,457,Bryon Russell,35,DEN,SF,1,0,3,0,0,,0,0,,0,0,,,0,0,,0,1,1,1,0,0,0,0,0,,2006
583,458,Alex Scales,27,SAS,SG,1,0,0,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,,2006
